Event,Site,UTCDate,UTCTime,White,Black,Result,WhiteElo,BlackElo,TimeControl,Termination,PlyCount,MoveCount
Rated Rapid game,https://lichess.org/Uz2YtOvU,2025.12.01,00:01:21,MK-Arso7,Richbaby,1-0,1533,1539,600+5,Normal,57,29
Rated Rapid game,https://lichess.org/OUxDawj9,2025.12.01,00:01:21,KuzbassViktor,slaback,1-0,1595,1562,600+5,Normal,49,25
Rated Rapid game,https://lichess.org/KF9qRT2P,2025.12.01,00:01:21,apindim,pedroprimero,1-0,1457,1484,600+5,Normal,43,22
Rated Rapid game,https://lichess.org/QWxMJmTy,2025.12.01,00:01:21,ivanbrakov,wpaksla,1-0,1225,1167,600+5,Normal,21,11
Rated Rapid game,https://lichess.org/IHYXSTCW,2025.12.01,00:01:21,Easymao2,WhoUohW,1-0,2067,2059,600+5,Time forfeit,93,47
Rated Rapid game,https://lichess.org/jgLKgwFA,2025.12.01,00:01:21,magicjs360,kaQtus,1-0,1503,1498,600+5,Normal,61,31
Rated Rapid game,https://lichess.org/Cnh6Rmfc,2025.12.01,00:01:21,Mujtaba7979,D1VERS,0-1,1324,1277,600+5,Normal,170,85
Rated Rapid game,https://lichess.org/Dc18PWrZ,2025.12.01,00:01:21,Darya_Chess,Andres1306,0-1,1618,1631,600+5,Normal,24,12
Rated Rapid game,https://lichess.org/0COyQLp7,2025.12.01,00:01:21,LEIVABLAS2010,Samibg,1-0,1073,1033,600+5,Normal,51,26
Rated Rapid game,https://lichess.org/UuQrXZgi,2025.12.01,00:01:22,FarlyCreates,Vihaan1116,0-1,695,712,900+10,Normal,98,49
Rated Rapid game,https://lichess.org/yxBqfDCY,2025.12.01,00:01:22,Aladda,Enrit,1-0,675,667,900+10,Normal,59,30
Rated Rapid game,https://lichess.org/En1UODYI,2025.12.01,00:01:22,GuileSUD84,wjw300tt,1-0,1331,1299,600+0,Normal,7,4
Rated Rapid game,https://lichess.org/pieneutw,2025.12.01,00:01:22,ParsonP,KaberSedaghat3,0-1,1659,1703,600+0,Normal,80,40
Rated Rapid game,https://lichess.org/qaRHDKvC,2025.12.01,00:01:22,mosh2025,E1igos,1-0,1570,1543,600+0,Normal,89,45
Rated Rapid game,https://lichess.org/b856ppEs,2025.12.01,00:01:22,denver08,iChux04,1-0,788,780,600+0,Time forfeit,51,26
Rated Rapid game,https://lichess.org/jrrkKfBf,2025.12.01,00:01:22,slongar699,ShadowWarrior584,0-1,1765,1744,600+0,Normal,66,33
Rated Rapid game,https://lichess.org/7Z6eVYRa,2025.12.01,00:01:22,Tauseefk,DrAbdulhameed-Sudan,0-1,1587,1589,600+0,Time forfeit,40,20
Rated Rapid game,https://lichess.org/yQbzWsyX,2025.12.01,00:01:22,Preshem_Ngiso_Galang,chesshero83,1-0,2106,1951,600+0,Time forfeit,45,23
Rated Rapid game,https://lichess.org/pSBFowtV,2025.12.01,00:01:22,Drwalid81,jegermeister,0-1,1725,1718,600+0,Normal,38,19
Rated Rapid game,https://lichess.org/xgs4vnO4,2025.12.01,00:01:22,MaRSeL_1982,johnnythebird,0-1,1415,1480,600+0,Normal,72,36
Rated Rapid game,https://lichess.org/wMN0aUtk,2025.12.01,00:01:22,selman41,HENRIQUEPROSA,1-0,1404,1331,600+0,Normal,47,24
Rated Rapid game,https://lichess.org/9f5NdOK1,2025.12.01,00:01:22,kaziuz,Olimpia1979,1-0,1859,1871,600+0,Normal,177,89
Rated Bullet game,https://lichess.org/ZPeUz3L2,2025.12.01,00:01:22,Juancito76,Xsound,1-0,1656,1663,60+0,Time forfeit,67,34
Rated Bullet game,https://lichess.org/MMgMRHf9,2025.12.01,00:01:22,kostyukoff,cherilopez,1-0,2277,2256,60+0,Time forfeit,113,57
Rated Bullet game,https://lichess.org/ybojUrrF,2025.12.01,00:01:22,yasser_ali33,PolarHelterSkelter,0-1,1833,1834,60+0,Time forfeit,86,43
Rated Bullet game,https://lichess.org/czuXR1Yv,2025.12.01,00:01:22,dvk2007,KawakaHiromi,1-0,1267,1305,60+0,Time forfeit,49,25
Rated Bullet game,https://lichess.org/FH5VD5a9,2025.12.01,00:01:22,nk_ra43,AirSob,1-0,1539,1451,60+0,Normal,83,42
Rated Bullet game,https://lichess.org/LKIuO6ir,2025.12.01,00:01:22,rupper,mwhenson,1-0,1598,1629,60+0,Normal,51,26
Rated Bullet game,https://lichess.org/vkjAEqBH,2025.12.01,00:01:22,corohoc,Enderchr,1-0,1808,1822,60+0,Time forfeit,91,46
Rated Bullet game,https://lichess.org/bS3pds5b,2025.12.01,00:01:22,USA11bcwadte,UnknowRebel,1-0,1641,1642,60+0,Normal,35,18
Rated Bullet game,https://lichess.org/Ot3qyAc9,2025.12.01,00:01:22,Alexandre342,quick_loss,1-0,1738,1766,60+0,Normal,89,45
Rated Bullet game,https://lichess.org/uXSQxxXW,2025.12.01,00:01:22,KarmaMaster,Loulynx,0-1,2202,2372,60+0,Time forfeit,106,53
Rated Bullet game,https://lichess.org/a7mJ9rJH,2025.12.01,00:01:22,lomovmi,Obaa,0-1,1044,1028,60+0,Time forfeit,66,33
Rated Bullet game,https://lichess.org/K86ZELYz,2025.12.01,00:01:22,lazzarus,Rafik108,1-0,1724,1674,60+0,Normal,99,50
Rated Bullet game,https://lichess.org/QxHzZyMm,2025.12.01,00:01:22,KwisatzHaderach1965,brokebuthappy,0-1,1441,1427,60+0,Time forfeit,66,33
Rated Bullet game,https://lichess.org/UtTqAYgO,2025.12.01,00:01:22,casanova1971,Revy,1-0,1978,1987,60+0,Normal,77,39
Rated Bullet game,https://lichess.org/JyIDNV4w,2025.12.01,00:01:22,Guillenyosvaldy1994,hihellosup,0-1,2040,2151,60+0,Normal,118,59
Rated Bullet game,https://lichess.org/4FCRl2R1,2025.12.01,00:01:22,Happy_Feynmen,ILBBB,1-0,1194,1192,60+0,Normal,18,9
Rated Bullet game,https://lichess.org/11iND0HN,2025.12.01,00:01:22,Kalishnivkov312,Kvngmicky,1-0,2624,2587,60+0,Normal,37,19
Rated Blitz game,https://lichess.org/XvuVXFKl,2025.12.01,00:01:22,GNUPassant,gekkammi-bot,0-1,2343,2093,300+0,Normal,112,56
Rated Bullet game,https://lichess.org/NxE3dOYv,2025.12.01,00:01:23,ZgemboAdislic,Balabizo,0-1,2068,2068,60+0,Normal,58,29
Rated Rapid game,https://lichess.org/gOVrtwAj,2025.12.01,00:01:23,elfeneye2,Mychessgame123,0-1,1300,1378,600+3,Normal,70,35
Rated Bullet game,https://lichess.org/2ZqWSkIV,2025.12.01,00:01:23,UdoMacha,EbisuYoshi,0-1,1677,1726,120+1,Normal,56,28
Rated Bullet game,https://lichess.org/w7GamcW3,2025.12.01,00:01:23,RWentz,Megaman93851,1-0,1215,1226,120+1,Normal,11,6
Rated Bullet game,https://lichess.org/juTdqmj5,2025.12.01,00:01:23,mnOgoborez,nzo9108,1-0,1289,1273,120+1,Normal,25,13
Rated Bullet game,https://lichess.org/d7jP0FJN,2025.12.01,00:01:23,Romrbk,gmgiglio,1-0,1821,1807,120+1,Normal,125,63
Rated Bullet game,https://lichess.org/wBRUYUE1,2025.12.01,00:01:23,wdranka,casaderio,0-1,927,949,120+1,Time forfeit,30,15
Rated Bullet game,https://lichess.org/SZIMb2xJ,2025.12.01,00:01:23,Zigzazul55,CyricDucks,1-0,2076,2108,120+1,Normal,63,32
Rated Bullet game,https://lichess.org/deFzBVuJ,2025.12.01,00:01:23,JvgOvg,sja02131,0-1,889,900,120+1,Time forfeit,10,5
Rated Bullet game,https://lichess.org/ZndyUwtI,2025.12.01,00:01:23,ariel101,kbaldy99,1-0,1396,1385,120+1,Normal,39,20
Rated Bullet game,https://lichess.org/PZvLEItd,2025.12.01,00:01:23,ChessPototo,spermosos11,1-0,1510,1440,120+1,Normal,30,15
Rated Bullet game,https://lichess.org/rw2wIu4S,2025.12.01,00:01:23,profYahya,miikkeli87,0-1,1441,1470,120+1,Normal,60,30
Rated Bullet game,https://lichess.org/kYjyGS7v,2025.12.01,00:01:23,anishjal26,dynkun,1-0,1784,1741,120+1,Normal,56,28
Rated Bullet game,https://lichess.org/VKSv9y3Q,2025.12.01,00:01:23,Red-Rover,SimplyUseless,1-0,1367,1330,120+1,Time forfeit,99,50
Rated Bullet game,https://lichess.org/91P420U9,2025.12.01,00:01:23,Luis_Lunardi,Darius101,0-1,1100,1142,120+1,Time forfeit,48,24
Rated Bullet game,https://lichess.org/kkBTz27P,2025.12.01,00:01:24,CobsDaddy,crismichaelfitness,1-0,901,869,60+0,Time forfeit,33,17
Rapid swiss https://lichess.org/swiss/c0qzeqAy,https://lichess.org/GvTfcUUT,2025.12.01,00:01:24,ecoanov,PhoenixLord17,0-1,1737,1712,420+2,Time forfeit,0,0
Rapid swiss https://lichess.org/swiss/c0qzeqAy,https://lichess.org/ik5xARlD,2025.12.01,00:01:24,buboo15,owlstyle,0-1,1410,1805,420+2,Normal,44,22
Rapid swiss https://lichess.org/swiss/c0qzeqAy,https://lichess.org/DfdEf0Wc,2025.12.01,00:01:24,rlm2023,anibalcuba21,1-0,1912,1829,420+2,Normal,23,12
Rapid swiss https://lichess.org/swiss/c0qzeqAy,https://lichess.org/BVu6APeZ,2025.12.01,00:01:24,EvansEnriquez,TroyN64,0-1,1219,1913,420+2,Normal,36,18
Rapid swiss https://lichess.org/swiss/c0qzeqAy,https://lichess.org/1ht7jknM,2025.12.01,00:01:24,Lempong,SanAntonioSlim,0-1,2107,1761,420+2,Normal,70,35
Rapid swiss https://lichess.org/swiss/c0qzeqAy,https://lichess.org/ruylIzhA,2025.12.01,00:01:24,maginoo1,Acebulf,1/2-1/2,1929,1601,420+2,Normal,128,64
Rapid swiss https://lichess.org/swiss/c0qzeqAy,https://lichess.org/YhAjQ40Y,2025.12.01,00:01:24,Aliens_chess,Sandokanner,1-0,1920,2106,420+2,Normal,47,24
Rapid swiss https://lichess.org/swiss/c0qzeqAy,https://lichess.org/MT9WDVMK,2025.12.01,00:01:24,Blitzkrieg1968,mahmoudelazeb,1-0,2069,1837,420+2,Normal,109,55
Rapid swiss https://lichess.org/swiss/c0qzeqAy,https://lichess.org/c64yiYOD,2025.12.01,00:01:24,repartoadomicilio,GodThink,0-1,1593,2419,420+2,Normal,62,31
Rated Blitz game,https://lichess.org/DtRhwb60,2025.12.01,00:01:24,LefongTheBeggar,a3353446,0-1,449,1910,180+0,Normal,40,20
Rated Blitz game,https://lichess.org/QKCACbP8,2025.12.01,00:01:24,ryanquinton,fahrenheitt451,1-0,1627,1462,180+0,Time forfeit,55,28
Rated Blitz game,https://lichess.org/1ME2jRiC,2025.12.01,00:01:24,MITAR_STIP,ugurgonen,0-1,1841,1919,300+0,Normal,84,42
Rated Bullet game,https://lichess.org/plcsM2gG,2025.12.01,00:01:24,Sanbarreran,anibaloctavio1675,1/2-1/2,2155,2123,60+0,Normal,61,31
Rated Bullet game,https://lichess.org/Q2fCBY72,2025.12.01,00:01:24,gabrielmorant2,mercibeaucoup0,1-0,2196,2233,60+0,Time forfeit,101,51
Rated Bullet game,https://lichess.org/5ZYG82D3,2025.12.01,00:01:24,EugenioXadrez,KutlugBilgeKagan,1-0,2249,2303,60+0,Normal,83,42
Rated Bullet game,https://lichess.org/Ia3Uv5Xn,2025.12.01,00:01:24,GIOVANOTTY79,blitzwoodpusher,1-0,1659,1692,60+0,Time forfeit,81,41
Rated Bullet game,https://lichess.org/luCCMQIN,2025.12.01,00:01:24,slow_and_measured,Praggnanaandhaa,1-0,1901,1905,60+0,Time forfeit,115,58
Rated Bullet game,https://lichess.org/DKveIS8f,2025.12.01,00:01:24,annoyedcossack,filonex,1-0,1434,1409,60+0,Time forfeit,73,37
Rated Bullet game,https://lichess.org/I4bm051x,2025.12.01,00:01:24,NOVAFORTUNE,Embuns,0-1,1500,1158,60+0,Normal,52,26
Rated Bullet game,https://lichess.org/T4pT8hI7,2025.12.01,00:01:24,vamosrayo,Ronnyman,1-0,1817,1823,60+0,Normal,43,22
Rated Bullet game,https://lichess.org/LOhFbTBK,2025.12.01,00:01:24,Tarttuffe82,ProfBlunderPhD,0-1,1866,1860,60+0,Normal,54,27
Rated Bullet game,https://lichess.org/hcDRk6Cm,2025.12.01,00:01:24,ben_ibeni,mjmrb,1-0,2090,2126,60+0,Normal,59,30
Rated Bullet game,https://lichess.org/u2AOTzVl,2025.12.01,00:01:24,Gawenska,vistacho,1-0,1760,1771,60+0,Normal,37,19
Rated Bullet game,https://lichess.org/M7gqJnyD,2025.12.01,00:01:24,Windyday1980,jp49,0-1,1991,2079,60+0,Normal,52,26
Rated Bullet game,https://lichess.org/OQ7vpSyb,2025.12.01,00:01:24,btrcim7,White_Knight313,0-1,1731,1735,60+0,Normal,71,36
Rated Bullet game,https://lichess.org/B6RtrKW4,2025.12.01,00:01:24,Suertudo26,ls103,0-1,1990,1988,60+0,Time forfeit,88,44
Rated Bullet game,https://lichess.org/SvxaU7R1,2025.12.01,00:01:24,oportunidad,xSkif,0-1,1618,1620,60+0,Time forfeit,60,30
Rated Bullet game,https://lichess.org/fWRVsPeZ,2025.12.01,00:01:24,MournThanatos,SirSchnuffke,0-1,1375,1349,60+0,Normal,42,21
Rated Bullet game,https://lichess.org/h7DPOhtv,2025.12.01,00:01:24,vsadrian,TROUBLE127,1-0,1287,1290,60+0,Normal,17,9
Rated Blitz game,https://lichess.org/5F3bxJVP,2025.12.01,00:01:25,AngHiaKia,SamuelBenko,0-1,1918,1957,300+0,Time forfeit,86,43
Rated Blitz game,https://lichess.org/JCSSnDaw,2025.12.01,00:01:25,mirsonnii,argeechess,1-0,1559,1504,300+0,Normal,23,12
Rated Blitz game,https://lichess.org/WeN7WvHF,2025.12.01,00:01:25,xxfaraon21xx,yustaaaaa,1-0,2017,2028,300+0,Time forfeit,151,76
Rated Blitz game,https://lichess.org/k2C4fIpE,2025.12.01,00:01:25,ho3ein56,Junk2u,0-1,1754,1719,300+0,Normal,140,70
Rated Blitz game,https://lichess.org/Umhqz1YG,2025.12.01,00:01:25,Hiren2302,Bonsemann,1-0,1659,1668,300+0,Normal,59,30
Rated Blitz game,https://lichess.org/aSzmKgFl,2025.12.01,00:01:25,gremiosudeste,jkfireon1,1-0,1620,1614,300+0,Normal,13,7
Rated Blitz game,https://lichess.org/ZCbVkLRJ,2025.12.01,00:01:25,bosmir,TheFoldingChessBoard,1-0,2066,2039,300+0,Normal,65,33
Rated Blitz game,https://lichess.org/T5A0cMsr,2025.12.01,00:01:25,adamkangmiller,royleroy,1/2-1/2,1267,1224,300+0,Normal,102,51
Rated Blitz game,https://lichess.org/rkfyyy80,2025.12.01,00:01:25,Alykhalil,osamasaad1972,1-0,1840,1853,300+0,Normal,43,22
Rated Blitz game,https://lichess.org/zXKxPJYK,2025.12.01,00:01:25,mohmedismaill,Skola25,0-1,1689,1669,300+0,Normal,48,24
Rated Blitz game,https://lichess.org/takONzOw,2025.12.01,00:01:25,Cabeto1978,Sinnus,0-1,1575,1568,300+0,Normal,74,37
Rated Blitz game,https://lichess.org/sINfrHLt,2025.12.01,00:01:25,Ural72,GUILLEN7,0-1,998,1048,300+0,Normal,90,45
Rated Blitz game,https://lichess.org/wpWPpBAj,2025.12.01,00:01:25,Jieeest,rodricapo22,0-1,1368,1496,300+0,Normal,70,35
Rated Blitz game,https://lichess.org/40UrJLXC,2025.12.01,00:01:25,matt2t,stringjoy,0-1,1253,1252,300+0,Normal,42,21
Rated Blitz game,https://lichess.org/sQDKZzQf,2025.12.01,00:01:25,dharanee777,headboard8452,0-1,1266,1325,300+0,Normal,26,13
Rated Blitz game,https://lichess.org/JkEcyJOy,2025.12.01,00:01:25,messi20000,Shrigovind,1-0,1462,1462,300+0,Normal,11,6
Rated Blitz game,https://lichess.org/nmKDklQS,2025.12.01,00:01:25,jberrios21,overdose_111,0-1,1104,1065,300+0,Normal,72,36
Rated Blitz game,https://lichess.org/sikdgNh0,2025.12.01,00:01:25,fletcherdavid,AL-WALEED,1-0,2198,2073,300+0,Time forfeit,85,43
Rated Blitz game,https://lichess.org/UWDocURV,2025.12.01,00:01:25,manneredmonkey,Openingsonly,0-1,2592,2605,180+0,Normal,54,27
Rated Blitz game,https://lichess.org/0mIPhyZy,2025.12.01,00:01:25,loordayman343,Marinboot,1-0,1834,1801,180+0,Normal,159,80
Rated Blitz game,https://lichess.org/Uda2r3O5,2025.12.01,00:01:25,SpeakingTheTruth,victor0406,1-0,1763,1754,180+0,Normal,94,47
Rated Blitz game,https://lichess.org/dx9YGtgd,2025.12.01,00:01:25,gosunov,Martynase,1-0,1541,1544,180+0,Normal,37,19
Rated Blitz game,https://lichess.org/eEGMLSFz,2025.12.01,00:01:25,saif80p,Martskin,1-0,1486,1528,180+0,Normal,69,35
Rated Blitz game,https://lichess.org/xY4pLDyp,2025.12.01,00:01:25,TiffBlake,mrcrsfl,0-1,1618,1575,180+0,Normal,39,20
Rated Blitz game,https://lichess.org/pUatZkkX,2025.12.01,00:01:25,subtome,Nedelko_Nikita,1/2-1/2,2514,2507,180+0,Normal,148,74
Rated Blitz game,https://lichess.org/e6mjsYjp,2025.12.01,00:01:25,Nahuel73,DMqueen,1-0,2070,2031,180+0,Time forfeit,85,43
Rated Blitz game,https://lichess.org/g0cpJyTt,2025.12.01,00:01:25,Sanjusteajalvir,ZiadSaad1852005,0-1,1774,1811,180+0,Normal,78,39
Rated Blitz game,https://lichess.org/gmbUW25V,2025.12.01,00:01:25,daboi203,PipoAjedrezArgentino,1-0,1702,1670,180+0,Normal,120,60
Rated Blitz game,https://lichess.org/KRfE6JOm,2025.12.01,00:01:25,ComedyWIN,FredGuti,0-1,1995,1996,180+0,Time forfeit,52,26
Rated Blitz game,https://lichess.org/XkUcRZmD,2025.12.01,00:01:25,wandoitz,Mikhail_Tal_0,0-1,1844,1883,180+0,Time forfeit,90,45
Rated Blitz game,https://lichess.org/l78RQEvV,2025.12.01,00:01:25,cornelius_97,AzielELi,1-0,1737,1746,180+0,Normal,51,26
Rated Blitz game,https://lichess.org/oRSC0lC5,2025.12.01,00:01:25,HurriKat7,banyusaluran,1-0,917,896,180+0,Time forfeit,79,40
Rated Blitz game,https://lichess.org/guDfIw37,2025.12.01,00:01:25,Obongnsikak,McDarbish,0-1,1928,1890,180+0,Normal,46,23
Rated Blitz game,https://lichess.org/XgKuxEuB,2025.12.01,00:01:25,FloppaFriday,PLUGG,1-0,2039,2084,180+0,Normal,87,44
Rated Blitz tournament https://lichess.org/tournament/S5JtNwJG,https://lichess.org/Cip9wHtf,2025.12.01,00:01:25,Rachi_446,alessandro2302,0-1,1226,1557,300+3,Normal,90,45
Rated Bullet game,https://lichess.org/cIvTVjZx,2025.12.01,00:01:25,LowKeyTitled,chesspawnrookking,1-0,2556,2607,30+0,Time forfeit,103,52
Rated Blitz game,https://lichess.org/u8TBhQ5B,2025.12.01,00:01:08,SolyanikViktor41,ioiox,1-0,2164,2118,180+0,Normal,31,16
Rated Blitz game,https://lichess.org/Qxd62ri6,2025.12.01,00:01:08,david325,Magician187,1-0,1808,1887,180+0,Normal,35,18
Rated Blitz game,https://lichess.org/JbCPndgi,2025.12.01,00:01:08,Saracci,albhin,0-1,1798,1778,180+0,Normal,46,23
Rated Blitz game,https://lichess.org/wS0s9Lw9,2025.12.01,00:01:08,aRenfrow,debec,1-0,1167,1193,180+0,Time forfeit,81,41
Rated Blitz tournament https://lichess.org/tournament/5LfTEREn,https://lichess.org/0duAxqSo,2025.12.01,00:01:08,RickoCaro,cheese22monster,0-1,1949,2103,180+0,Normal,54,27
Rated Blitz tournament https://lichess.org/tournament/5LfTEREn,https://lichess.org/L3IH6469,2025.12.01,00:01:08,j_fpp,Motochess,1-0,1989,1928,180+0,Time forfeit,99,50
Rated Blitz tournament https://lichess.org/tournament/5LfTEREn,https://lichess.org/Dk3OvNrM,2025.12.01,00:01:08,d666classe,haakonhy,1-0,1895,1837,180+0,Time forfeit,131,66
Rated Blitz tournament https://lichess.org/tournament/5LfTEREn,https://lichess.org/obz8e6oH,2025.12.01,00:01:08,justkeepgoing11,Jorgemario2015,1-0,1806,1729,180+0,Time forfeit,75,38
Rated Blitz tournament https://lichess.org/tournament/5LfTEREn,https://lichess.org/CUHsKHVH,2025.12.01,00:01:08,Melky_Kupang,ChrisJedi26,0-1,1650,1707,180+0,Time forfeit,106,53
Rated Blitz tournament https://lichess.org/tournament/5LfTEREn,https://lichess.org/2CL3ZOhm,2025.12.01,00:01:08,varela1978,VincentPaul77,0-1,1530,1552,180+0,Normal,60,30
Rated Blitz tournament https://lichess.org/tournament/5LfTEREn,https://lichess.org/7JE4a8HW,2025.12.01,00:01:08,Barcelona543,khaberz,1-0,1039,1258,180+0,Time forfeit,63,32
Rated Bullet game,https://lichess.org/kJKMbG5L,2025.12.01,00:01:08,Matthew123Nemr,CHESSFFB1000,1-0,1701,1972,45+0,Time forfeit,121,61
Rated Blitz game,https://lichess.org/uTd6QSXn,2025.12.01,00:01:09,MAD_player99,macapi,1-0,1996,2017,180+0,Normal,39,20
Rated Blitz game,https://lichess.org/lICwVEOv,2025.12.01,00:01:09,joshdej,WaxMax,1-0,1764,1844,180+1,Normal,35,18
Rated Blitz game,https://lichess.org/2u5AB9K2,2025.12.01,00:01:09,Carlao28,Stekolshikov,1-0,1735,1708,300+0,Normal,65,33
Rated Blitz game,https://lichess.org/SqQIMt1c,2025.12.01,00:01:10,Cherryfrance,Panrach,0-1,1918,1908,180+0,Normal,77,39
Rated Blitz game,https://lichess.org/HXsSc5X7,2025.12.01,00:01:10,Tripazteca,wokemindvirus420,1-0,1517,1552,300+0,Time forfeit,75,38
Rated Blitz game,https://lichess.org/Nt6KgQd8,2025.12.01,00:01:10,PerezRo,PABLO_MORENO_CAQUETA,0-1,1999,2020,300+0,Normal,104,52
Rated Blitz game,https://lichess.org/OZuFPygA,2025.12.01,00:01:10,TheReaLDeaL1987,valencio_gato,1-0,2035,2044,300+0,Normal,23,12
Rated Blitz game,https://lichess.org/70l4hdcY,2025.12.01,00:01:10,Knurrhahn,drbebou,1-0,2078,2125,300+0,Normal,31,16
Rated Blitz game,https://lichess.org/NeOGo803,2025.12.01,00:01:10,lekpernoca,sashaloch,0-1,1496,1435,300+0,Time forfeit,88,44
Rated Blitz game,https://lichess.org/6YlxKzPF,2025.12.01,00:01:10,ayezee,LucasFractensis,0-1,1739,1809,300+0,Normal,30,15
Rated Blitz game,https://lichess.org/m6ib9vxv,2025.12.01,00:01:10,Capivara_crazy,RC_Sabadell,0-1,1897,1864,300+0,Normal,110,55
Rated Blitz game,https://lichess.org/rhQ11YLL,2025.12.01,00:01:10,Parkerplayschess,PowerGrabs,0-1,1005,982,300+0,Normal,70,35
Rated Blitz game,https://lichess.org/G7dEK8er,2025.12.01,00:01:10,Yxssine,AltairelDIOS,1-0,1291,1284,300+0,Normal,53,27
Rated Blitz game,https://lichess.org/H2yQJdf6,2025.12.01,00:01:10,IsmailMostafaMo,annbilyk,0-1,1101,1105,300+0,Normal,44,22
Rated Blitz game,https://lichess.org/bUXPTAt9,2025.12.01,00:01:10,thom_nillows,fedja333,1-0,1206,1204,300+0,Normal,61,31
Rated Blitz game,https://lichess.org/M8SUtKUV,2025.12.01,00:01:10,gusycolon,mossr,1/2-1/2,868,836,300+0,Normal,111,56
Rated Blitz game,https://lichess.org/F3iQP2Cy,2025.12.01,00:01:10,justMassiveBlunders,Timrainbow,1-0,1088,1066,300+0,Normal,63,32
Rated Blitz game,https://lichess.org/Azyr7MRr,2025.12.01,00:01:10,McJIM725,vatefairecuirunoeuf,0-1,1595,1641,300+0,Normal,70,35
Rated Blitz game,https://lichess.org/wTXK7MXO,2025.12.01,00:01:10,blucast,EmrahGK,0-1,1150,1107,300+0,Time forfeit,66,33
Rated Blitz game,https://lichess.org/eqwmxnZ7,2025.12.01,00:01:10,mondragom20,Kapivaramor,0-1,1847,1819,300+0,Normal,69,35
Rated Blitz game,https://lichess.org/f883C96H,2025.12.01,00:01:10,Alphafish_Master8000,raghutron,1-0,1684,1690,180+0,Normal,35,18
Rated Rapid game,https://lichess.org/54xAyMAe,2025.12.01,00:01:10,Alanel71,SomeoneReal,1-0,1500,1500,600+0,Normal,101,51
Rated Rapid game,https://lichess.org/P3vLtBni,2025.12.01,00:01:10,ZorritoAm,ak4783,1-0,1914,1936,600+0,Normal,83,42
Rated Rapid game,https://lichess.org/ALW5pQyU,2025.12.01,00:01:10,yazan2001,Yousef-joe,0-1,1692,1713,600+0,Normal,62,31
Rated Rapid game,https://lichess.org/VaAvzIKi,2025.12.01,00:01:10,BeshoyNabil887,GAMAZGAME,1-0,1472,1437,600+0,Normal,149,75
Rated Rapid game,https://lichess.org/blxkAQXO,2025.12.01,00:01:10,Vikto12,Marco1848,0-1,1644,1663,600+0,Normal,68,34
Rated Rapid game,https://lichess.org/6DPEoaXz,2025.12.01,00:01:10,Pichucas2,AleksSap,1-0,1980,1942,600+0,Time forfeit,133,67
Rated Rapid game,https://lichess.org/o4Yb5MlW,2025.12.01,00:01:10,daviscampos,zgf,1-0,1177,1158,600+0,Normal,9,5
Rated Rapid game,https://lichess.org/C3U2DtKM,2025.12.01,00:01:10,keymerbrother,yyyeae,0-1,1370,1460,600+0,Normal,60,30
Rated Rapid game,https://lichess.org/8sZWA4KC,2025.12.01,00:01:10,Magic_cat_and_a_rat,gee_erre,0-1,982,1060,600+0,Normal,30,15
Rated Rapid game,https://lichess.org/A3yLxFiz,2025.12.01,00:01:10,DarkoRoma,batiniczeljko26,1-0,2046,2037,600+0,Normal,107,54
Rated Rapid game,https://lichess.org/FFXDqcjb,2025.12.01,00:01:10,YosifAbozaid,jetonademi54,0-1,1861,1891,600+0,Normal,106,53
Rated Rapid game,https://lichess.org/Gvf1qN8k,2025.12.01,00:01:10,Papino2500,retana12,1-0,2212,1938,600+0,Time forfeit,51,26
Rated Blitz tournament https://lichess.org/tournament/Iu4IcAsi,https://lichess.org/cBgu680K,2025.12.01,00:01:10,Maximus43,Jowel1718,1-0,2033,1929,180+0,Time forfeit,81,41
Rated Blitz tournament https://lichess.org/tournament/YRZ7DIcm,https://lichess.org/ygFmqA4W,2025.12.01,00:01:10,Nadiannis_1,Campillo,1-0,2167,2257,180+0,Normal,47,24
Rated Blitz tournament https://lichess.org/tournament/Iu4IcAsi,https://lichess.org/snoy0ERN,2025.12.01,00:01:10,Entrenador3talentos,joslam15,1/2-1/2,2163,2002,180+0,Normal,106,53
Rated Blitz tournament https://lichess.org/tournament/Iu4IcAsi,https://lichess.org/QyCDsIpT,2025.12.01,00:01:10,Miguel-R-D,JuanitoFigueroa,1-0,1477,1728,180+0,Normal,63,32
Rated Bullet tournament https://lichess.org/tournament/7z9bPfaq,https://lichess.org/WAnWNwPP,2025.12.01,00:01:10,ecstacy002,MGpoetacmc,1-0,2506,2234,30+0,Time forfeit,93,47
Rated Bullet tournament https://lichess.org/tournament/7z9bPfaq,https://lichess.org/Fxs2ij6I,2025.12.01,00:01:10,JuangarciaUQ,klipkop_askoopiaan,1-0,2061,2091,30+0,Time forfeit,97,49
